Sentence#,Word,Language
,,
Sentence: 8951,carnte,Mix
Sentence: 8951,rear,Eng
Sentence: 8951,camerayilekk,Mix
Sentence: 8951,nokki,Mal
Sentence: 8951,reverse,Eng
Sentence: 8951,edukkunnu,Mal
,,
Sentence: 8952,carnte,Mix
Sentence: 8952,rear,Eng
Sentence: 8952,camerayilekk,Mix
Sentence: 8952,nokki,Mal
Sentence: 8952,reverse,Eng
Sentence: 8952,edukkunna,Mal
Sentence: 8952,driver,Eng
,,
Sentence: 8953,Goa,Othr
Sentence: 8953,beachil,Mix
Sentence: 8953,frisbee,Eng
Sentence: 8953,kalikkunna,Mal
Sentence: 8953,boys,Eng
,,
Sentence: 8954,oru,Mal
Sentence: 8954,wooden,Eng
Sentence: 8954,floor,Eng
,,
Sentence: 8955,Goa,Othr
Sentence: 8955,beachil,Mix
Sentence: 8955,frisbee,Eng
Sentence: 8955,kalikkunna,Mal
Sentence: 8955,girls,Eng
,,
Sentence: 8956,Goa,Othr
Sentence: 8956,beachil,Mix
Sentence: 8956,frisbee,Eng
Sentence: 8956,kalikkunna,Mal
Sentence: 8956,friends,Eng
,,
Sentence: 8957,Goa,Othr
Sentence: 8957,beachil,Mix
Sentence: 8957,frisbee,Eng
Sentence: 8957,kalikkunna,Mal
Sentence: 8957,foreigners,Eng
,,
Sentence: 8958,Goa,Othr
Sentence: 8958,beachil,Mix
Sentence: 8958,paddleball,Eng
Sentence: 8958,kalikkunna,Mal
Sentence: 8958,boys,Eng
,,
Sentence: 8959,Goa,Othr
Sentence: 8959,beachil,Mix
Sentence: 8959,paddleball,Eng
Sentence: 8959,kalikkunna,Mal
Sentence: 8959,girls,Eng
,,
Sentence: 8960,Goa,Othr
Sentence: 8960,beachil,Mix
Sentence: 8960,paddleball,Eng
Sentence: 8960,kalikkunna,Mal
Sentence: 8960,friends,Eng
,,
Sentence: 8961,Goa,Othr
Sentence: 8961,beachil,Mix
Sentence: 8961,paddleball,Eng
Sentence: 8961,kalikkunna,Mal
Sentence: 8961,foreigners,Eng
,,
Sentence: 8962,Goa,Othr
Sentence: 8962,windy,Eng
Sentence: 8962,beachil,Mix
Sentence: 8962,kites,Eng
Sentence: 8962,fly,Eng
Sentence: 8962,cheyyunna,Mal
Sentence: 8962,girl,Eng
,,
Sentence: 8963,Goa,Othr
Sentence: 8963,windy,Eng
Sentence: 8963,beachil,Mix
Sentence: 8963,kites,Eng
Sentence: 8963,fly,Eng
Sentence: 8963,cheyyunna,Mal
Sentence: 8963,child,Eng
,,
Sentence: 8964,Goa,Othr
Sentence: 8964,windy,Eng
Sentence: 8964,beachil,Mix
Sentence: 8964,kites,Eng
Sentence: 8964,fly,Eng
Sentence: 8964,cheyyunna,Mal
Sentence: 8964,foreigners,Eng
,,
Sentence: 8965,bus,Eng
Sentence: 8965,reverse,Eng
Sentence: 8965,edukkunna,Mal
Sentence: 8965,driver,Eng
,,
Sentence: 8966,bus,Eng
Sentence: 8966,reverse,Eng
Sentence: 8966,edukkunnu,Mal
,,
Sentence: 8967,non,Eng
Sentence: 8967,vegetable,Eng
Sentence: 8967,food,Eng
Sentence: 8967,order,Eng
Sentence: 8967,cheyyunnayaal,Mal
,,
Sentence: 8968,busnte,Mix
Sentence: 8968,rear,Eng
Sentence: 8968,camerayilekk,Mix
Sentence: 8968,nokki,Mal
Sentence: 8968,reverse,Eng
Sentence: 8968,edukkunnu,Mal
,,
Sentence: 8969,busnte,Mix
Sentence: 8969,rear,Eng
Sentence: 8969,camerayilekk,Mix
Sentence: 8969,nokki,Mal
Sentence: 8969,reverse,Eng
Sentence: 8969,edukkunna,Mal
Sentence: 8969,driver,Eng
,,
Sentence: 8970,Goa,Othr
Sentence: 8970,beachile,Mix
Sentence: 8970,safetykkum,Mix
Sentence: 8970,rescue,Eng
Sentence: 8970,cheyyanum,Mal
Sentence: 8970,responsiblity,Eng
Sentence: 8970,ulla,Mal
Sentence: 8970,lifeguards,Eng
,,
Sentence: 8971,Goa,Othr
Sentence: 8971,beachile,Mix
Sentence: 8971,safetykkum,Mix
Sentence: 8971,rescue,Eng
Sentence: 8971,cheyyanum,Mal
Sentence: 8971,responsiblity,Eng
Sentence: 8971,ulla,Mal
Sentence: 8971,trained,Eng
Sentence: 8971,professionals,Eng
,,
Sentence: 8972,Goa,Othr
Sentence: 8972,beachile,Mix
Sentence: 8972,lifeguard,Eng
Sentence: 8972,safety,Eng
Sentence: 8972,measures,Eng
Sentence: 8972,announce,Eng
Sentence: 8972,cheyyunnu,Mal
,,
Sentence: 8973,Goa,Othr
Sentence: 8973,beachgoersnu,Mix
Sentence: 8973,warning,Eng
Sentence: 8973,nalkunna,Mal
Sentence: 8973,lifeguard,Eng
,,
Sentence: 8974,Goa,Othr
Sentence: 8974,beachile,Mix
Sentence: 8974,border,Eng
Sentence: 8974,cross,Eng
Sentence: 8974,cheyyathirikkan,Mal
Sentence: 8974,announcement,Eng
Sentence: 8974,nalkunna,Mal
Sentence: 8974,lifeguard,Eng
,,
Sentence: 8975,Goa,Othr
Sentence: 8975,beachil,Mix
Sentence: 8975,snacks,Eng
Sentence: 8975,vilkkunna,Mal
Sentence: 8975,beach,Eng
Sentence: 8975,vendors,Eng
,,
Sentence: 8976,Goa,Othr
Sentence: 8976,beachil,Mix
Sentence: 8976,drinks,Eng
Sentence: 8976,vilkkunna,Mal
Sentence: 8976,beach,Eng
Sentence: 8976,vendors,Eng
,,
Sentence: 8977,Goa,Othr
Sentence: 8977,beachil,Mix
Sentence: 8977,ice,Eng
Sentence: 8977,cream,Eng
Sentence: 8977,vilkkunna,Mal
Sentence: 8977,beach,Eng
Sentence: 8977,vendors,Eng
,,
Sentence: 8978,Goa,Othr
Sentence: 8978,beachil,Mix
Sentence: 8978,food,Eng
Sentence: 8978,packet,Eng
Sentence: 8978,vilkkunna,Mal
Sentence: 8978,beach,Eng
Sentence: 8978,vendors,Eng
,,
Sentence: 8979,Goa,Othr
Sentence: 8979,beachil,Mix
Sentence: 8979,toys,Eng
Sentence: 8979,vilkkunna,Mal
Sentence: 8979,beach,Eng
Sentence: 8979,vendors,Eng
,,
Sentence: 8980,Goa,Othr
Sentence: 8980,beachil,Mix
Sentence: 8980,kites,Eng
Sentence: 8980,vilkkunna,Mal
Sentence: 8980,beach,Eng
Sentence: 8980,vendors,Eng
,,
Sentence: 8981,van,Eng
Sentence: 8981,reverse,Eng
Sentence: 8981,edukkunna,Mal
Sentence: 8981,driver,Eng
,,
Sentence: 8982,vaninte,Mix
Sentence: 8982,rear,Eng
Sentence: 8982,camerayilekk,Mix
Sentence: 8982,nokki,Mal
Sentence: 8982,reverse,Eng
Sentence: 8982,edukkunnu,Mal
,,
Sentence: 8983,van,Eng
Sentence: 8983,reverse,Eng
Sentence: 8983,edukkunnu,Mal
,,
Sentence: 8984,vaninte,Mix
Sentence: 8984,rear,Eng
Sentence: 8984,camerayilekk,Mix
Sentence: 8984,nokki,Mal
Sentence: 8984,reverse,Eng
Sentence: 8984,edukkunna,Mal
Sentence: 8984,driver,Eng
,,
Sentence: 8985,Goa,Othr
Sentence: 8985,beachile,Mix
Sentence: 8985,surf,Eng
Sentence: 8985,equipments,Eng
Sentence: 8985,rentnu,Mix
Sentence: 8985,kodukkunna,Mal
Sentence: 8985,surf,Eng
Sentence: 8985,school,Eng
,,
Sentence: 8986,Goa,Othr
Sentence: 8986,beachile,Mix
Sentence: 8986,surf,Eng
Sentence: 8986,equipmentsil,Mix
Sentence: 8986,lessons,Eng
Sentence: 8986,kodukkunna,Mal
Sentence: 8986,surf,Eng
Sentence: 8986,school,Eng
,,
Sentence: 8987,Goa,Othr
Sentence: 8987,beachnte,Mix
Sentence: 8987,aduthulla,Mal
Sentence: 8987,resort,Eng
,,
Sentence: 8988,Goa,Othr
Sentence: 8988,beachnte,Mix
Sentence: 8988,aduthulla,Mal
Sentence: 8988,beach,Eng
Sentence: 8988,view,Eng
Sentence: 8988,kittunna,Mal
Sentence: 8988,resort,Eng
,,
Sentence: 8989,Goa,Othr
Sentence: 8989,beachnte,Mix
Sentence: 8989,aduthulla,Mal
Sentence: 8989,touristnu,Mix
Sentence: 8989,vendiyulla,Mal
Sentence: 8989,hotels,Eng
,,
Sentence: 8990,Goa,Othr
Sentence: 8990,beachnte,Mix
Sentence: 8990,aduthulla,Mal
Sentence: 8990,touristnu,Mix
Sentence: 8990,vendiyulla,Mal
Sentence: 8990,beach,Eng
Sentence: 8990,view,Eng
Sentence: 8990,kittunna,Mal
Sentence: 8990,hotels,Eng
,,
Sentence: 8991,Goa,Othr
Sentence: 8991,beachnte,Mix
Sentence: 8991,aduthulla,Mal
Sentence: 8991,wine,Eng
Sentence: 8991,shop,Eng
,,
Sentence: 8992,Goa,Othr
Sentence: 8992,beachnte,Mix
Sentence: 8992,aduthulla,Mal
Sentence: 8992,restaurant,Eng
,,
Sentence: 8993,Goa,Othr
Sentence: 8993,beachnte,Mix
Sentence: 8993,aduthulla,Mal
Sentence: 8993,cafe,Eng
,,
Sentence: 8994,Goa,Othr
Sentence: 8994,beachnte,Mix
Sentence: 8994,aduthulla,Mal
Sentence: 8994,beach,Eng
Sentence: 8994,view,Eng
Sentence: 8994,kittunna,Mal
Sentence: 8994,restaurant,Eng
,,
Sentence: 8995,motorcycle,Eng
Sentence: 8995,ride,Eng
Sentence: 8995,cheyyunna,Mal
Sentence: 8995,kutti,Mal
,,
Sentence: 8996,oru,Mal
Sentence: 8996,crane,Eng
Sentence: 8996,vellathil,Mal
Sentence: 8996,ninnum,Mal
Sentence: 8996,vehicle,Eng
Sentence: 8996,pokkiyedukkunnu,Mal
,,
Sentence: 8997,decorate,Eng
Sentence: 8997,cheytha,Mal
Sentence: 8997,classmuri,Mix
,,
Sentence: 8998,Goa,Othr
Sentence: 8998,beachnte,Mix
Sentence: 8998,aduthulla,Mal
Sentence: 8998,beach,Eng
Sentence: 8998,view,Eng
Sentence: 8998,kittunna,Mal
Sentence: 8998,cafe,Eng
,,
Sentence: 8999,Goa,Othr
Sentence: 8999,beachile,Mix
Sentence: 8999,water,Eng
Sentence: 8999,sportsnte,Mix
Sentence: 8999,rental,Eng
Sentence: 8999,shop,Eng
,,
Sentence: 9000,Goa,Othr
Sentence: 9000,beachile,Mix
Sentence: 9000,sports,Eng
Sentence: 9000,equipments,Eng
Sentence: 9000,rentnu,Mix
Sentence: 9000,kodukkunna,Mal
Sentence: 9000,rental,Eng
Sentence: 9000,shop,Eng
,,
Sentence: 9001,Goa,Othr
Sentence: 9001,paddleboards,Eng
Sentence: 9001,rentnu,Mix
Sentence: 9001,kodukkunna,Mal
Sentence: 9001,rental,Eng
Sentence: 9001,shop,Eng
,,
Sentence: 9002,Goa,Othr
Sentence: 9002,jet,Eng
Sentence: 9002,skis,Eng
Sentence: 9002,rentnu,Mix
Sentence: 9002,kodukkunna,Mal
Sentence: 9002,rental,Eng
Sentence: 9002,shop,Eng
,,
Sentence: 9003,beachil,Mix
Sentence: 9003,nadakkunna,Mal
Sentence: 9003,social,Eng
Sentence: 9003,gathering,Eng
,,
Sentence: 9004,beachil,Mix
Sentence: 9004,nadakkunna,Mal
Sentence: 9004,social,Eng
Sentence: 9004,gatheringil,Mix
Sentence: 9004,participate,Eng
Sentence: 9004,cheyyunna,Mal
Sentence: 9004,person,Eng
,,
Sentence: 9005,beachil,Mix
Sentence: 9005,nadakkunna,Mal
Sentence: 9005,social,Eng
Sentence: 9005,gatheringil,Mix
Sentence: 9005,participate,Eng
Sentence: 9005,cheyyunna,Mal
Sentence: 9005,boy,Eng
,,
Sentence: 9006,beachil,Mix
Sentence: 9006,nadakkunna,Mal
Sentence: 9006,social,Eng
Sentence: 9006,gatheringil,Mix
Sentence: 9006,participate,Eng
Sentence: 9006,cheyyunna,Mal
Sentence: 9006,girl,Eng
,,
Sentence: 9007,beachil,Mix
Sentence: 9007,nadakkunna,Mal
Sentence: 9007,social,Eng
Sentence: 9007,gatheringil,Mix
Sentence: 9007,participate,Eng
Sentence: 9007,cheyyunna,Mal
Sentence: 9007,lady,Eng
,,
Sentence: 9008,beachil,Mix
Sentence: 9008,nadakkunna,Mal
Sentence: 9008,social,Eng
Sentence: 9008,gatheringile,Mix
Sentence: 9008,live,Eng
Sentence: 9008,music,Eng
,,
Sentence: 9009,jeans,Eng
Sentence: 9009,pantil,Mix
Sentence: 9009,key,Eng
Sentence: 9009,hang,Eng
Sentence: 9009,cheytha,Mal
Sentence: 9009,boy,Eng
,,
Sentence: 9010,teddy,Eng
Sentence: 9010,bear,Eng
Sentence: 9010,kondu,Mal
Sentence: 9010,varunna,Mal
Sentence: 9010,truck,Eng
,,
Sentence: 9011,beachil,Mix
Sentence: 9011,nadakkunna,Mal
Sentence: 9011,social,Eng
Sentence: 9011,gatheringil,Mix
Sentence: 9011,food,Eng
Sentence: 9011,explore,Eng
Sentence: 9011,cheyyunna,Mal
Sentence: 9011,lady,Eng
,,
Sentence: 9012,beachil,Mix
Sentence: 9012,nadakkunna,Mal
Sentence: 9012,social,Eng
Sentence: 9012,gatheringil,Mix
Sentence: 9012,food,Eng
Sentence: 9012,explore,Eng
Sentence: 9012,cheyyunna,Mal
Sentence: 9012,person,Eng
,,
Sentence: 9013,beachil,Mix
Sentence: 9013,nadakkunna,Mal
Sentence: 9013,social,Eng
Sentence: 9013,gatheringil,Mix
Sentence: 9013,food,Eng
Sentence: 9013,explore,Eng
Sentence: 9013,cheyyunna,Mal
Sentence: 9013,girl,Eng
,,
Sentence: 9014,beachil,Mix
Sentence: 9014,nadakkunna,Mal
Sentence: 9014,social,Eng
Sentence: 9014,gatheringil,Mix
Sentence: 9014,food,Eng
Sentence: 9014,explore,Eng
Sentence: 9014,cheyyunna,Mal
Sentence: 9014,boy,Eng
,,
Sentence: 9015,beachil,Mix
Sentence: 9015,nadakkunna,Mal
Sentence: 9015,social,Eng
Sentence: 9015,gatheringile,Mix
Sentence: 9015,spot,Eng
Sentence: 9015,games,Eng
,,
Sentence: 9016,beachil,Mix
Sentence: 9016,sunset,Eng
Sentence: 9016,timil,Mix
Sentence: 9016,nadakkunna,Mal
Sentence: 9016,yoga,Eng
Sentence: 9016,sesssion,Eng
,,
Sentence: 9017,beachil,Mix
Sentence: 9017,sunset,Eng
Sentence: 9017,timil,Mix
Sentence: 9017,nadakkunna,Mal
Sentence: 9017,yoga,Eng
Sentence: 9017,sesssion,Eng
Sentence: 9017,attend,Eng
Sentence: 9017,cheyyunna,Mal
Sentence: 9017,person,Eng
,,
Sentence: 9018,beachil,Mix
Sentence: 9018,sunset,Eng
Sentence: 9018,timil,Mix
Sentence: 9018,nadakkunna,Mal
Sentence: 9018,yoga,Eng
Sentence: 9018,sesssion,Eng
Sentence: 9018,attend,Eng
Sentence: 9018,cheyyunna,Mal
Sentence: 9018,lady,Eng
,,
Sentence: 9019,beachil,Mix
Sentence: 9019,yoga,Eng
Sentence: 9019,observance,Eng
Sentence: 9019,dayod,Mix
Sentence: 9019,anubandhich,Mal
Sentence: 9019,nadathunna,Mal
Sentence: 9019,yoga,Eng
Sentence: 9019,sesssion,Eng
,,
Sentence: 9020,beach,Eng
Sentence: 9020,wedding,Eng
Sentence: 9020,plan,Eng
Sentence: 9020,cheyyunna,Mal
Sentence: 9020,friends,Eng
,,
Sentence: 9021,beach,Eng
Sentence: 9021,wedding,Eng
Sentence: 9021,organize,Eng
Sentence: 9021,cheyyunna,Mal
Sentence: 9021,friends,Eng
,,
Sentence: 9022,beach,Eng
Sentence: 9022,wedding,Eng
Sentence: 9022,reception,Eng
Sentence: 9022,attend,Eng
Sentence: 9022,cheyyunna,Mal
Sentence: 9022,friends,Eng
,,
Sentence: 9023,hallwayil,Mix
Sentence: 9023,kidakkunna,Mal
Sentence: 9023,cat,Eng
,,
Sentence: 9024,umbrella,Eng
Sentence: 9024,choodi,Mal
Sentence: 9024,universityilekk,Mix
Sentence: 9024,povunna,Mal
Sentence: 9024,girl,Eng
,,
Sentence: 9025,beach,Eng
Sentence: 9025,wedding,Eng
Sentence: 9025,reception,Eng
Sentence: 9025,attend,Eng
Sentence: 9025,cheyyunna,Mal
Sentence: 9025,bride,Eng
,,
Sentence: 9026,beach,Eng
Sentence: 9026,wedding,Eng
Sentence: 9026,reception,Eng
Sentence: 9026,attend,Eng
Sentence: 9026,cheyyunna,Mal
Sentence: 9026,groom,Eng
,,
Sentence: 9027,beach,Eng
Sentence: 9027,festivalinod,Mix
Sentence: 9027,anubandhich,Mal
Sentence: 9027,nadathunna,Mal
Sentence: 9027,surfing,Eng
Sentence: 9027,competition,Eng
Sentence: 9027,purogamikkunnu,Mal
,,
Sentence: 9028,beach,Eng
Sentence: 9028,festivalile,Mix
Sentence: 9028,surfing,Eng
Sentence: 9028,competitionil,Mix
Sentence: 9028,participate,Eng
Sentence: 9028,cheyyunna,Mal
Sentence: 9028,professional,Eng
Sentence: 9028,surfer,Eng
,,
Sentence: 9029,beach,Eng
Sentence: 9029,festivalile,Mix
Sentence: 9029,surfing,Eng
Sentence: 9029,competitionil,Mix
Sentence: 9029,participate,Eng
Sentence: 9029,cheyyunna,Mal
Sentence: 9029,amateur,Eng
Sentence: 9029,surfer,Eng
,,
Sentence: 9030,beach,Eng
Sentence: 9030,festivalile,Mix
Sentence: 9030,surfing,Eng
Sentence: 9030,competitionte,Mix
Sentence: 9030,surf,Eng
Sentence: 9030,spot,Eng
,,
Sentence: 9031,beach,Eng
Sentence: 9031,festivalnod,Mix
Sentence: 9031,anubandhich,Mal
Sentence: 9031,nadakkunna,Mal
Sentence: 9031,surfing,Eng
Sentence: 9031,competition,Eng
,,
Sentence: 9032,beachil,Mix
Sentence: 9032,kite,Eng
Sentence: 9032,festivalnod,Mix
Sentence: 9032,anubandhich,Mal
Sentence: 9032,nadakkunna,Mal
Sentence: 9032,kite,Eng
Sentence: 9032,fly,Eng
Sentence: 9032,competition,Eng
,,
Sentence: 9033,key,Eng
Sentence: 9033,chainil,Mix
Sentence: 9033,ninnum,Mal
Sentence: 9033,spare,Eng
Sentence: 9033,key,Eng
Sentence: 9033,edukkunna,Mal
Sentence: 9033,mother,Eng
,,
Sentence: 9034,beach,Eng
Sentence: 9034,festivalinod,Mix
Sentence: 9034,anubandhich,Mal
Sentence: 9034,nadathunna,Mal
Sentence: 9034,kite,Eng
Sentence: 9034,fly,Eng
Sentence: 9034,competition,Eng
Sentence: 9034,purogamikkunnu,Mal
,,
Sentence: 9035,beachil,Mix
Sentence: 9035,kite,Eng
Sentence: 9035,festivalil,Mix
Sentence: 9035,kite,Eng
Sentence: 9035,fly,Eng
Sentence: 9035,cheyyunna,Mal
Sentence: 9035,boy,Eng
,,
Sentence: 9036,beachil,Mix
Sentence: 9036,kite,Eng
Sentence: 9036,festivalil,Mix
Sentence: 9036,compete,Eng
Sentence: 9036,cheyyunna,Mal
Sentence: 9036,participants,Eng
,,
Sentence: 9037,beachil,Mix
Sentence: 9037,kite,Eng
Sentence: 9037,festivalil,Mix
Sentence: 9037,kite,Eng
Sentence: 9037,fly,Eng
Sentence: 9037,cheyyunna,Mal
Sentence: 9037,participants,Eng
,,
Sentence: 9038,beachil,Mix
Sentence: 9038,kite,Eng
Sentence: 9038,festivalil,Mix
Sentence: 9038,kite,Eng
Sentence: 9038,fly,Eng
Sentence: 9038,competitionile,Mix
Sentence: 9038,various,Eng
Sentence: 9038,type,Eng
Sentence: 9038,kites,Eng
,,
Sentence: 9039,beachil,Mix
Sentence: 9039,kite,Eng
Sentence: 9039,festivalil,Mix
Sentence: 9039,kite,Eng
Sentence: 9039,fly,Eng
Sentence: 9039,competitionile,Mix
Sentence: 9039,various,Eng
Sentence: 9039,size,Eng
Sentence: 9039,kites,Eng
,,
Sentence: 9040,beach,Eng
Sentence: 9040,clean,Eng
Sentence: 9040,cheyyunna,Mal
Sentence: 9040,volunteers,Eng
,,
Sentence: 9041,plastic,Eng
Sentence: 9041,sheep,Eng
Sentence: 9041,vech,Mal
Sentence: 9041,kalikkunna,Mal
Sentence: 9041,boy,Eng
,,
Sentence: 9042,beachil,Mix
Sentence: 9042,festivalnod,Mix
Sentence: 9042,anubandhich,Mal
Sentence: 9042,nadakkunna,Mal
Sentence: 9042,kite,Eng
Sentence: 9042,fly,Eng
Sentence: 9042,competitionil,Mix
Sentence: 9042,pankedukkunna,Mal
Sentence: 9042,boys,Eng
,,
Sentence: 9043,beachil,Mix
Sentence: 9043,festivalnod,Mix
Sentence: 9043,anubandhich,Mal
Sentence: 9043,nadakkunna,Mal
Sentence: 9043,kite,Eng
Sentence: 9043,fly,Eng
Sentence: 9043,competitionil,Mix
Sentence: 9043,pankedukkunna,Mal
Sentence: 9043,aalukal,Mal
,,
Sentence: 9044,beachil,Mix
Sentence: 9044,festivalnod,Mix
Sentence: 9044,anubandhich,Mal
Sentence: 9044,nadakkunna,Mal
Sentence: 9044,kite,Eng
Sentence: 9044,fly,Eng
Sentence: 9044,competitionil,Mix
Sentence: 9044,winner,Eng
Sentence: 9044,aaya,Mal
Sentence: 9044,boy,Eng
,,
Sentence: 9045,beachil,Mix
Sentence: 9045,festivalnod,Mix
Sentence: 9045,anubandhich,Mal
Sentence: 9045,nadakkunna,Mal
Sentence: 9045,kite,Eng
Sentence: 9045,fly,Eng
Sentence: 9045,competitionil,Mix
Sentence: 9045,winner,Eng
Sentence: 9045,aaya,Mal
Sentence: 9045,person,Eng
,,
Sentence: 9046,university,Eng
Sentence: 9046,gatente,Mix
Sentence: 9046,munpil,Mal
Sentence: 9046,security,Eng
Sentence: 9046,guard,Eng
,,
Sentence: 9047,beachil,Mix
Sentence: 9047,festivalnod,Mix
Sentence: 9047,anubandhich,Mal
Sentence: 9047,nadakkunna,Mal
Sentence: 9047,kite,Eng
Sentence: 9047,fly,Eng
Sentence: 9047,competitionil,Mix
Sentence: 9047,runner,Eng
Sentence: 9047,aaya,Mal
Sentence: 9047,boy,Eng
,,
Sentence: 9048,beachil,Mix
Sentence: 9048,festivalnod,Mix
Sentence: 9048,anubandhich,Mal
Sentence: 9048,nadakkunna,Mal
Sentence: 9048,kite,Eng
Sentence: 9048,fly,Eng
Sentence: 9048,competitionil,Mix
Sentence: 9048,runner,Eng
Sentence: 9048,aaya,Mal
Sentence: 9048,person,Eng
,,
Sentence: 9049,oru,Mal
Sentence: 9049,kitchenile,Mix
Sentence: 9049,modern,Eng
Sentence: 9049,style,Eng
Sentence: 9049,fireplace,Eng
,,
Sentence: 9050,beachnte,Mix
Sentence: 9050,shoreline,Eng
Sentence: 9050,clean,Eng
Sentence: 9050,cheyyunna,Mal
Sentence: 9050,volunteers,Eng
,,
Sentence: 9051,beach,Eng
Sentence: 9051,clean,Eng
Sentence: 9051,cheyyunna,Mal
Sentence: 9051,organization,Eng
Sentence: 9051,volunteers,Eng
,,
Sentence: 9052,beachnte,Mix
Sentence: 9052,shoreline,Eng
Sentence: 9052,clean,Eng
Sentence: 9052,cheyyunna,Mal
Sentence: 9052,organization,Eng
Sentence: 9052,volunteers,Eng
,,
Sentence: 9053,beach,Eng
Sentence: 9053,clean,Eng
Sentence: 9053,cheyyunna,Mal
Sentence: 9053,students,Eng
Sentence: 9053,volunteers,Eng
,,
Sentence: 9054,beachnte,Mix
Sentence: 9054,shoreline,Eng
Sentence: 9054,clean,Eng
Sentence: 9054,cheyyunna,Mal
Sentence: 9054,students,Eng
Sentence: 9054,volunteers,Eng
,,
Sentence: 9055,oraal,Mal
Sentence: 9055,snowboarding,Eng
Sentence: 9055,cheyyukayanu,Mal
,,
Sentence: 9056,beachnte,Mix
Sentence: 9056,shoreline,Eng
Sentence: 9056,clean,Eng
Sentence: 9056,cheyyunna,Mal
Sentence: 9056,local,Eng
Sentence: 9056,authorities,Eng
,,
Sentence: 9057,beach,Eng
Sentence: 9057,clean,Eng
Sentence: 9057,cheyyunna,Mal
Sentence: 9057,local,Eng
Sentence: 9057,authorities,Eng
,,
Sentence: 9058,beach,Eng
Sentence: 9058,clean,Eng
Sentence: 9058,cheyyunna,Mal
Sentence: 9058,local,Eng
Sentence: 9058,authoritiesile,Mix
Sentence: 9058,staff,Eng
,,
Sentence: 9059,beachnte,Mix
Sentence: 9059,shoreline,Eng
Sentence: 9059,clean,Eng
Sentence: 9059,cheyyunna,Mal
Sentence: 9059,local,Eng
Sentence: 9059,authoritiesile,Mix
Sentence: 9059,staff,Eng
,,
Sentence: 9060,beach,Eng
Sentence: 9060,cleaning,Eng
Sentence: 9060,responsibility,Eng
Sentence: 9060,ulla,Mal
Sentence: 9060,local,Eng
Sentence: 9060,authorities,Eng
,,
Sentence: 9061,beach,Eng
Sentence: 9061,cleaning,Eng
Sentence: 9061,responsibility,Eng
Sentence: 9061,ulla,Mal
Sentence: 9061,local,Eng
Sentence: 9061,peoples,Eng
,,
Sentence: 9062,beachnte,Mix
Sentence: 9062,shoreline,Eng
Sentence: 9062,cleaning,Eng
Sentence: 9062,responsibility,Eng
Sentence: 9062,ulla,Mal
Sentence: 9062,local,Eng
Sentence: 9062,authorities,Eng
,,
Sentence: 9063,beachnte,Mix
Sentence: 9063,shoreline,Eng
Sentence: 9063,cleaning,Eng
Sentence: 9063,responsibility,Eng
Sentence: 9063,ulla,Mal
Sentence: 9063,local,Eng
Sentence: 9063,peoples,Eng
,,
Sentence: 9064,beach,Eng
Sentence: 9064,related,Eng
Sentence: 9064,tours,Eng
Sentence: 9064,Offer,Eng
Sentence: 9064,cheyyunna,Mal
Sentence: 9064,tour,Eng
Sentence: 9064,operator,Eng
,,
Sentence: 9065,beach,Eng
Sentence: 9065,related,Eng
Sentence: 9065,excursions,Eng
Sentence: 9065,offer,Eng
Sentence: 9065,cheyyunna,Mal
Sentence: 9065,tour,Eng
Sentence: 9065,operator,Eng
,,
Sentence: 9066,beach,Eng
Sentence: 9066,related,Eng
Sentence: 9066,activities,Eng
Sentence: 9066,offer,Eng
Sentence: 9066,cheyyunna,Mal
Sentence: 9066,tour,Eng
Sentence: 9066,operator,Eng
,,
Sentence: 9067,snorkeling,Eng
Sentence: 9067,activity,Eng
Sentence: 9067,offer,Eng
Sentence: 9067,cheyyunna,Mal
Sentence: 9067,tour,Eng
Sentence: 9067,operator,Eng
,,
Sentence: 9068,dolphin,Eng
Sentence: 9068,watching,Eng
Sentence: 9068,activity,Eng
Sentence: 9068,offer,Eng
Sentence: 9068,cheyyunna,Mal
Sentence: 9068,tour,Eng
Sentence: 9068,operator,Eng
,,
Sentence: 9069,beach,Eng
Sentence: 9069,festivalnod,Mix
Sentence: 9069,anubandhich,Mal
Sentence: 9069,nadakkunna,Mal
Sentence: 9069,live,Eng
Sentence: 9069,music,Eng
,,
Sentence: 9070,wine,Eng
Sentence: 9070,glasslekk,Mix
Sentence: 9070,ozhichirikkunnu,Mal
,,
Sentence: 9071,beach,Eng
Sentence: 9071,festivalinod,Mix
Sentence: 9071,anubandhich,Mal
Sentence: 9071,nadathunna,Mal
Sentence: 9071,spot,Eng
Sentence: 9071,games,Eng
Sentence: 9071,competition,Eng
Sentence: 9071,purogamikkunnu,Mal
,,
Sentence: 9072,crouched,Eng
Sentence: 9072,positionil,Mix
Sentence: 9072,ulla,Mal
Sentence: 9072,oru,Mal
Sentence: 9072,velutha,Mal
Sentence: 9072,dress,Eng
Sentence: 9072,dharicha,Mal
Sentence: 9072,lady,Eng
,,
Sentence: 9073,stagil,Mix
Sentence: 9073,rand,Mal
Sentence: 9073,kuttikal,Mal
Sentence: 9073,break,Eng
Sentence: 9073,dance,Eng
Sentence: 9073,kalikkunnu,Mal
,,
Sentence: 9074,beach,Eng
Sentence: 9074,festivalnod,Mix
Sentence: 9074,anubandhich,Mal
Sentence: 9074,nadakkunna,Mal
Sentence: 9074,food,Eng
Sentence: 9074,fest,Eng
,,
Sentence: 9075,right,Eng
